11.73, 157.2
12.49, 56.46
13.80, 4280
14.48, 347.1
15.75, 76.77
16.06, 146.4
16.81, 1969
17.64, 7331
18.73, 318.8
20.66, 1805
21.24, 812.0
22.19, 197.0
26.43, 2011
